text,target,has_number,has_rating_number,bert_text,final_text_enriched,text_length,n_tokens,sentiment
worth visiting the 1st ave spot because it is the original store .,1.0,True,False,worth visiting the 1st ave spot because it is the original store .,worth visit st ave spot original store,38,7,0.4939
"he served me an uni hand roll , which i never had before , and let me tell you . . . it was heaven !",1.0,False,False,"he served me an uni hand roll , which i never had before , and let me tell you . . . it was heaven !",serve I uni hand roll I never let I tell heaven !,49,12,0.1999
the sake menu should not be overlooked !,1.0,False,False,the sake menu should not be overlooked !,sake menu overlook !,20,4,0.0
"all in all , this midtown gem instantly became one of my favorite sushi restaurants in the city .",1.0,False,False,"all in all , this midtown gem instantly became one of my favorite sushi restaurants in the city .",midtown gem instantly become one favorite sushi restaurant city,63,9,0.4588
try the lobster teriyaki and the rose special roll .,1.0,False,False,try the lobster teriyaki and the rose special roll .,try lobster teriyaki rise special roll,38,6,0.4019
"service was very good - prompt , attentive and non - intrusive .",1.0,False,False,"service was very good - prompt , attentive and non - intrusive .",great_service prompt attentive non intrusive,43,5,0.4404
"food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt - in - your - mouth experience ) .",1.0,False,False,"food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt - in - your - mouth experience ) .",food good well consider try budget selection though I wish pork belly I order roast bit long fat melt_mouth experience,118,20,0.7717
wine list selection is good and wine - by - the - glass was generously filled to the top .,1.0,False,False,wine list selection is good and wine - by - the - glass was generously filled to the top .,wine_list selection good_wine glass generously fill top,55,7,0.7579
"i ' ve been to at cafe spice probably 5 - 8 times , it is probably still the best indian restaurant around union square .",1.0,True,False,"i ' ve been to at cafe spice probably 5 - 8 times , it is probably still the best indian restaurant around union square .",I cafe spice probably time probably still good indian restaurant around union square,84,13,0.4404
"seating is always prompt , though the restaurant does fill up in the evening .",1.0,False,False,"seating is always prompt , though the restaurant does fill up in the evening .",seating always prompt though restaurant fill evening,52,7,0.0
"as many other reviewers noticed , your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time .",0.0,False,False,"as many other reviewers noticed , your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time .",many reviewer notice order often slow arrive particularly true evening problem lunch time,89,13,0.0334
"the decor is vibrant and eye - pleasing with several semi - private boths on the right side of the dining hall , which are great for a date .",1.0,False,False,"the decor is vibrant and eye - pleasing with several semi - private boths on the right side of the dining hall , which are great for a date .",decor vibrant eye pleasing several semi private right side dining hall great date,81,13,0.8979
i have never been disappointed in the red eye .,1.0,False,False,i have never been disappointed in the red eye .,I never disappoint red_eye,26,4,0.3089
"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .",1.0,False,False,"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .",first_time I go completely take live jazz band atmosphere I order lobster cobb salad,84,14,0.0
it ' s simply the best meal in nyc .,1.0,False,False,it ' s simply the best meal in nyc .,simply good_meal nyc,20,3,0.4404
you can not go wrong at the red eye grill .,1.0,False,False,you can not go wrong at the red eye grill .,go_wrong red_eye grill,22,3,-0.4767
"if we were to move from the upper east side , we would genuinely miss this restaurant .",1.0,False,False,"if we were to move from the upper east side , we would genuinely miss this restaurant .",move upper east side would genuinely miss restaurant,52,8,-0.1531
the food is a diamond in rough - - the food is delicious and homemade with the perfect balance of herbs and tomatoes .,1.0,False,False,the food is a diamond in rough - - the food is delicious and homemade with the perfect balance of herbs and tomatoes .,food diamond rough great_food homemade perfect balance herb tomato,70,9,0.8689
i would highly recommend it .,1.0,False,False,i would highly recommend it .,I would highly_recommend,24,3,0.4201
it ' s one of our favorite places to eat in ny .,1.0,False,False,it ' s one of our favorite places to eat in ny .,one favorite place eat ny,25,5,0.4588
we had a great time at the jekyll and hyde pub last night .,1.0,False,False,we had a great time at the jekyll and hyde pub last night .,great time jekyll_hyde pub last_night,37,5,0.6249
after really enjoying ourselves at the bar we sat down at a table and had dinner .,1.0,False,False,after really enjoying ourselves at the bar we sat down at a table and had dinner .,really enjoy bar sit table dinner,33,6,0.5413
the server was really cool and served us our food and drinks with a smile .,1.0,False,False,the server was really cool and served us our food and drinks with a smile .,server really cool serve food drink smile,41,7,0.624
the place ' s decor and hidden bathrooms made for a good laugh .,1.0,False,False,the place ' s decor and hidden bathrooms made for a good laugh .,place decor hide bathroom make good laugh,41,7,0.7003
i highly recommend visiting this restaurant and having dinner and drinks !,1.0,False,False,i highly recommend visiting this restaurant and having dinner and drinks !,I highly_recommend visit restaurant dinner drink !,50,7,0.474
"if you are the type of person who likes being scared and entertained , this is a great place to go and eat .",1.0,False,False,"if you are the type of person who likes being scared and entertained , this is a great place to go and eat .",type person like scared entertain great_place go eat,52,8,0.7184
"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .",1.0,True,False,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .",different beer offer thi guest make husband happy great_food I must recommend dish must pumkin tortelini,108,16,0.872
the entertainment was great they have shows that go on through out the dinner .,1.0,False,False,the entertainment was great they have shows that go on through out the dinner .,entertainment great show go dinner,34,5,0.7845
you will not be disapointed at all .,1.0,False,False,you will not be disapointed at all .,disapointe,10,1,0.0
we were not dissappointed in the least bit by this little gem .,1.0,False,False,we were not dissappointed in the least bit by this little gem .,dissappointe least bit little gem,33,5,0.0
the workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .,1.0,False,False,the workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .,worker also absolutely load bagel cream_cheese get little messy,63,9,-0.2975
i loved it and would highly recommend .,1.0,False,False,i loved it and would highly recommend .,I love would highly_recommend,29,4,0.7902
this was my frist time at cafe st . bart ' s and i must say how delicious the food and the service was .,1.0,False,False,this was my frist time at cafe st . bart ' s and i must say how delicious the food and the service was .,frist time cafe st_bart I must say delicious food service,57,10,0.5719
i have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .,1.0,False,False,i have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .,I highly_recommend lobster roll much mayo tell fresh lobster,60,9,0.624
"other guests enjoyed pizza , santa fe chopped salad and fish and chips .",1.0,False,False,"other guests enjoyed pizza , santa fe chopped salad and fish and chips .",guest enjoy pizza santa fe chop salad fish chip,47,9,0.4939
"i highly recommend cafe st . bart ' s for their food , the ambience and wonderful service .",1.0,False,False,"i highly recommend cafe st . bart ' s for their food , the ambience and wonderful service .",I highly_recommend cafe st_bart food ambience wonderful service,63,8,0.7574
all the staff is absolutely professional ! !,1.0,False,False,all the staff is absolutely professional ! !,staff absolutely professional ! !,33,5,0.0
"there ' s nice and quiet , small but enough for 6 ( or more ) .",1.0,True,False,"there ' s nice and quiet , small but enough for 6 ( or more ) .",nice quiet small enough,23,4,0.4215
this restaurant was way overhyped .,0.0,False,False,this restaurant was way overhyped .,restaurant way overhype,23,3,0.0
my chow fun and chow see was really bland and oily .,0.0,False,False,my chow fun and chow see was really bland and oily .,chow_fun chow see really bland_oily,35,5,0.5106
okay - i do n ' t mind the oily part ( cause most are cooked that way ) but it was way too bland .,0.0,False,False,okay - i do n ' t mind the oily part ( cause most are cooked that way ) but it was way too bland .,okay I n mind oily part cause cook way way bland,48,11,0.2263
the service was the only thing good about this restaurant .,0.0,False,False,the service was the only thing good about this restaurant .,service thing good_restaurant,29,3,0.4404
"it ' s boring on the inside , and our sushi was pretty below average . . . the tuna was soggy and the other rolls had no flavor .",0.0,False,False,"it ' s boring on the inside , and our sushi was pretty below average . . . the tuna was soggy and the other rolls had no flavor .",bore inside sushi pretty average tuna soggy roll flavor,55,9,0.296
i definitely would n ' t go back .,0.0,False,False,i definitely would n ' t go back .,I definitely would n go_back,28,5,0.4019
their pad penang is delicious and everything else is fantastic .,1.0,False,False,their pad penang is delicious and everything else is fantastic .,pad penang delicious everything else fantastic,46,6,0.8074
"great for a romantic evening , or a fun evening with friends . . .",1.0,False,False,"great for a romantic evening , or a fun evening with friends . . .",great romantic evening fun evening friend,41,6,0.9231
i will be going back very soon .,1.0,False,False,i will be going back very soon .,I go_back,14,2,0.0
keep up the good work .,1.0,False,False,keep up the good work .,keep good work,14,3,0.4404
it was wonderful .,1.0,False,False,it was wonderful .,wonderful,9,1,0.5719
"the salads are delicious , both refreshing and very spicy .",1.0,False,False,"the salads are delicious , both refreshing and very spicy .",salad delicious refreshing spicy,32,4,0.5719
we had pam ' s special fried fish and it was amazing .,1.0,False,False,we had pam ' s special fried fish and it was amazing .,pam special fried fish amazing,30,5,0.7579
too large for just two people but nothing was left .,1.0,False,False,too large for just two people but nothing was left .,large two people nothing leave,30,5,0.0382
"great vibe , lots of people .",1.0,False,False,"great vibe , lots of people .",great vibe lot people,21,4,0.6249
"i did n ' t complain , i liked the atmosphere so much .",1.0,False,False,"i did n ' t complain , i liked the atmosphere so much .",I n complain I like atmosphere much,35,7,0.0
on a hot day it was fabulous to stop in and enjoy lunch .,1.0,False,False,on a hot day it was fabulous to stop in and enjoy lunch .,hot day fabulous stop enjoy lunch,33,6,0.6597
"ambience is so cute and quaint , good for business although we were there on vacation .",1.0,False,False,"ambience is so cute and quaint , good for business although we were there on vacation .",ambience cute quaint good business although vacation,52,7,0.7096
salads were fantastic .,1.0,False,False,salads were fantastic .,salad fantastic,15,2,0.5574
although we were looking for regular lettuce and some walnuts the salads we got were great .,1.0,False,False,although we were looking for regular lettuce and some walnuts the salads we got were great .,although look regular lettuce walnut salad get great,52,8,0.6249
ingredients are organic which is a real plus for me .,1.0,False,False,ingredients are organic which is a real plus for me .,ingredient organic real plus I,30,5,0.0
we will be back .,1.0,False,False,we will be back .,back,4,1,0.0
the spicy tuna roll is huge and probably the best that i ' ve had at this price range .,1.0,False,False,the spicy tuna roll is huge and probably the best that i ' ve had at this price range .,spicy tuna roll huge probably good I price range,48,9,0.6369
the yellowtail was particularly good as well .,1.0,False,False,the yellowtail was particularly good as well .,yellowtail particularly good well,33,4,0.6779
"i have reservations about the all you can eat deal , however - - the choices are fairly limited and you can probably order more food than you can eat for less than $ 18 by just going off the menu .",0.0,True,False,"i have reservations about the all you can eat deal , however - - the choices are fairly limited and you can probably order more food than you can eat for less than $ 18 by just going off the menu .",I reservation eat deal however choice fairly limited probably order food eat less go menu,89,15,-0.2263
"in any event , this is a place i ' ll be sure to stop by again when i ' m in this part of town .",1.0,False,False,"in any event , this is a place i ' ll be sure to stop by again when i ' m in this part of town .",event place I sure stop I part town,35,8,0.0258
big wong gets big ups for a fine establishment .,1.0,False,False,big wong gets big ups for a fine establishment .,big wong get big fine establishment,35,6,0.2023
"they have it all - - great price , food , and service .",1.0,False,False,"they have it all - - great price , food , and service .",great price food service,24,4,0.6249
the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,0.0,False,False,the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,atmosphere noisy waiter literally walk around thing fast,56,8,-0.1779
the food is prepared quickly and efficiently .,1.0,False,False,the food is prepared quickly and efficiently .,food prepare quickly efficiently,32,4,0.4019
"and it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3 - 6 each ) .",1.0,True,False,"and it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3 - 6 each ) .",come reasonable_price congee noodle rice dish,45,6,0.0
the takeout is great too since they give high quality tupperware as well .,1.0,False,False,the takeout is great too since they give high quality tupperware as well .,takeout great since give high quality tupperware well,53,8,0.7351
enjoyed a very nice caesar salad while my wife had arugula and goat cheese . . . . both very tasty .,1.0,False,False,enjoyed a very nice caesar salad while my wife had arugula and goat cheese . . . . both very tasty .,enjoy nice caesar salad wife arugula goat_cheese tasty,54,8,0.7184
we both opted for a pasta dish and they were served timely and fresh .,1.0,False,False,we both opted for a pasta dish and they were served timely and fresh .,opt pasta dish serve timely fresh,33,6,0.3182
"we concluded with tiramisu chocolate cake , both were delicious .",1.0,False,False,"we concluded with tiramisu chocolate cake , both were delicious .",conclude tiramisu chocolate cake delicious,42,5,0.5719
we ' d go back again,1.0,False,False,we ' d go back again,go_back,7,1,0.0
i recently went to this restaurant with some co - workers for lunch and had an amazing time .,1.0,False,False,i recently went to this restaurant with some co - workers for lunch and had an amazing time .,I recently go restaurant co worker lunch amazing time,53,9,0.5859
"the staff was accomodating , the food was absolutely delicious and the place is lovely .",1.0,False,False,"the staff was accomodating , the food was absolutely delicious and the place is lovely .",staff accomodate food absolutely delicious place lovely,55,7,0.8425
we even had a visit from the manager who wanted to make sure we were enjoying ourselves .,1.0,False,False,we even had a visit from the manager who wanted to make sure we were enjoying ourselves .,even visit manager want make sure enjoy,39,7,0.7003
"yes , the prices are high , but i felt it was worth it .",1.0,False,False,"yes , the prices are high , but i felt it was worth it .",yes price_high I feel worth,27,5,0.5574
we all felt it was worth it .,1.0,False,False,we all felt it was worth it .,feel worth,10,2,0.2263
"sometimes i get bad food and bad service , sometimes i get good good and bad service .",0.0,False,False,"sometimes i get bad food and bad service , sometimes i get good good and bad service .",sometimes I get bad food bad_service sometimes I get good good bad_service,74,12,-0.6908
it is not consistent .,0.0,False,False,it is not consistent .,consistent,10,1,0.0
the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,1.0,False,False,the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,place bistro mean simple dish wine serve efficiently bustling atmosphere,72,10,0.4019
and where does patis go wrong ; no where .,1.0,False,False,and where does patis go wrong ; no where .,patis go_wrong,14,2,-0.4767
right off the l in brooklyn this is a nice cozy place with good pizza .,1.0,False,False,right off the l in brooklyn this is a nice cozy place with good pizza .,right l brooklyn nice cozy place good pizza,43,8,0.6908
mine was a little burnt but still delicious with goat cheese and panchetta ( raddichio was kind of bitter though ) .,1.0,False,False,mine was a little burnt but still delicious with goat cheese and panchetta ( raddichio was kind of bitter though ) .,mine little burn still delicious goat_cheese panchetta raddichio kind bitter though,83,11,0.617
my friend got the mushroom pizza which tasted better .,1.0,False,False,my friend got the mushroom pizza which tasted better .,friend get mushroom pizza taste well,36,6,0.6486
the sangria was pretty tasty and good on a hot muggy day .,1.0,False,False,the sangria was pretty tasty and good on a hot muggy day .,sangria pretty tasty good hot muggy day,39,7,0.7269
overall i would recommend it and go back again .,1.0,False,False,overall i would recommend it and go back again .,overall I would go_back,33,4,0.3612
i started out with a bombay beer which was big enough for two .,1.0,False,False,i started out with a bombay beer which was big enough for two .,I start bombay beer big enough two,34,7,0.0
mmmmm . . . it was delicious .,1.0,False,False,mmmmm . . . it was delicious .,mmmmm delicious,15,2,0.5719
it ' s a nice place to relax and have conversation .,1.0,False,False,it ' s a nice place to relax and have conversation .,nice place relax conversation,29,4,0.6908
i ca n ' t wait to go back .,1.0,False,False,i ca n ' t wait to go back .,I n go_back,16,3,0.0
the food is authentic italian - delicious !,1.0,False,False,the food is authentic italian - delicious !,food authentic italian delicious !,34,5,0.6114
"pizza is terrific , as is homemade pasta .",1.0,False,False,"pizza is terrific , as is homemade pasta .",pizza terrific homemade pasta,29,4,0.4767
"ambience is delightful , service impeccable .",1.0,False,False,"ambience is delightful , service impeccable .",ambience delightful great_service,38,3,0.5859
service was also horrible and the ambience is not that great .,0.0,False,False,service was also horrible and the ambience is not that great .,service also horrible ambience great,36,5,0.1531
do not try unless you ' re just going there to hang out like the rest of the hipsters who apparently have no sense of taste .,0.0,False,False,do not try unless you ' re just going there to hang out like the rest of the hipsters who apparently have no sense of taste .,try unless go hang like rest hipster apparently sense taste,59,10,0.3612
i go and eat out at many different restaurants and this is one place you have go and try .,1.0,False,False,i go and eat out at many different restaurants and this is one place you have go and try .,I go eat many different restaurant one place go try,51,10,0.0
this is my first time writing a review for a restaurant because the food and service was excellent .,1.0,False,False,this is my first time writing a review for a restaurant because the food and service was excellent .,first_time write_review restaurant food_great_service,57,4,0.5719
the filet mignon dish was superb !,1.0,False,False,the filet mignon dish was superb !,filet mignon dish superb !,26,5,0.6588
i would defiantly come back here again as one of my top choices .,1.0,False,False,i would defiantly come back here again as one of my top choices .,I would defiantly come_back one top choice,42,7,0.2023
it ' s a small cute restaurant .,1.0,False,False,it ' s a small cute restaurant .,small cute restaurant,21,3,0.4588
i absolutely love this place ! ! !,1.0,False,False,i absolutely love this place ! ! !,I absolutely_love place ! ! !,29,6,0.7483
"i like the ambience , it ' s very dark and original .",1.0,False,False,"i like the ambience , it ' s very dark and original .",I like ambience dark original,29,5,0.5859
the sushi is amazing ! ! !,1.0,False,False,the sushi is amazing ! ! !,sushi amazing ! ! !,19,5,0.6884
and amazingly cheap .,1.0,False,False,and amazingly cheap .,amazingly cheap,15,2,0.0
very affordable and excellent ambient !,1.0,False,False,very affordable and excellent ambient !,affordable excellent ambient !,30,4,0.6114
we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai .,0.0,False,False,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai .,order beef noodle soup dish thai section menu nothing get thai,62,11,0.0
we were very disappointed .,0.0,False,False,we were very disappointed .,disappointed,12,1,-0.4767
we wo n ' t go to this place again for a good meal .,0.0,False,False,we wo n ' t go to this place again for a good meal .,n go place good_meal,20,4,0.4404
"however , i think this place is a good hang out spot .",1.0,False,False,"however , i think this place is a good hang out spot .",however I think place good hang spot,36,7,0.4404
my girlfriend and i stumbled onto this hopping place the other night and had a great time !,1.0,False,False,my girlfriend and i stumbled onto this hopping place the other night and had a great time !,girlfriend I stumble onto hopping place night great time !,58,10,0.6588
"they tell me they are going to cover the garden in glass for the winter , so i ' m looking forward to going there on a snowy night to enjoy it .",1.0,False,False,"they tell me they are going to cover the garden in glass for the winter , so i ' m looking forward to going there on a snowy night to enjoy it .",tell I go cover garden glass winter I look_forward go snowy night enjoy,71,13,0.4939
check this place out !,1.0,False,False,check this place out !,check place !,13,3,0.0
highly recommended ! ! ! ! !,1.0,False,False,highly recommended ! ! ! ! !,highly_recommend ! ! ! ! !,26,6,0.6074
"first of all , this place is * not * romantic , as claimed by citysearch ' s editorial review .",0.0,False,False,"first of all , this place is * not * romantic , as claimed by citysearch ' s editorial review .",first place romantic claim citysearch editorial review,54,7,0.4019
"either that , or the editor ' s idea of romance must be sharing a conversation with the next table , while trying to speak louder than the traffic on 57th .",0.0,True,False,"either that , or the editor ' s idea of romance must be sharing a conversation with the next table , while trying to speak louder than the traffic on 57th .",either editor idea romance must share conversation next table try speak louder traffic th,89,14,0.7003
"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",0.0,False,False,"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",table cram way close menu typical italian restaurant wine_list simply overpriced,80,11,0.0
service is not what one would expect from a joint in this price category .,0.0,False,False,service is not what one would expect from a joint in this price category .,service one would expect joint price category,45,7,0.0
"for instance , plates were just dumped on the table , i was handed the wine list upside down , etc . . . .",0.0,False,False,"for instance , plates were just dumped on the table , i was handed the wine list upside down , etc . . . .",instance plate dump table I hand wine_list upside etc,53,9,0.1531
somehow working the italian charm with constant mille grazie does not constitute proper service .,0.0,False,False,somehow working the italian charm with constant mille grazie does not constitute proper service .,somehow work italian charm constant mille grazie constitute proper service,74,10,0.4019
"to be completely fair , the only redeeming factor was the food , which was above average , but could n ' t make up for all the other deficiencies of teodora .",0.0,False,False,"to be completely fair , the only redeeming factor was the food , which was above average , but could n ' t make up for all the other deficiencies of teodora .",completely fair redeem factor food_average could n make deficiency teodora,74,10,0.3804
not one of our meals was edible - bland and / or made with weird rosemary or orange flavoring .,0.0,False,False,not one of our meals was edible - bland and / or made with weird rosemary or orange flavoring .,one meal edible bland make weird rosemary orange flavoring,58,9,-0.1779
fish was overdone .,0.0,False,False,fish was overdone .,fish overdone,13,2,0.0
"cute place , nice wait staff but would never go there again .",0.0,False,False,"cute place , nice wait staff but would never go there again .",cute place nice wait staff would never_go,41,7,0.7003
someone else recommended the dessert - we also left that .,0.0,False,False,someone else recommended the dessert - we also left that .,someone else recommend dessert also leave,41,6,0.3182
one of us actually liked the expresso - that ' s it .,0.0,False,False,one of us actually liked the expresso - that ' s it .,one actually like expresso,26,4,0.3612
"skip this restaurant , it ' s a big disappointment .",0.0,False,False,"skip this restaurant , it ' s a big disappointment .",skip restaurant big_disappointment,34,3,-0.5106
myagi is one of my favorite restaurants in the city ; the place the negative reviews describe sound like they were somewhere else .,1.0,False,False,myagi is one of my favorite restaurants in the city ; the place the negative reviews describe sound like they were somewhere else .,myagi one favorite restaurant city place negative review describe sound like somewhere else,91,13,0.2023
i ' ve never had bad service and the fish is fresh and delicious .,1.0,False,False,i ' ve never had bad service and the fish is fresh and delicious .,I never bad_service fish_fresh delicious,40,5,0.8338
their tuna tartar appetizer is to die for .,1.0,False,False,their tuna tartar appetizer is to die for .,tuna tartar appetizer die,25,4,-0.5994
"i come from a family of pizzeria owners , and i ' m almost ashamed to say that the pizza in fornino ' s blows my families receipies away .",1.0,False,False,"i come from a family of pizzeria owners , and i ' m almost ashamed to say that the pizza in fornino ' s blows my families receipies away .",I come family pizzeria owner I almost ashamed say pizza fornino blow family receipie away,89,15,-0.4228
the place is so cool and the service is prompt and curtious .,1.0,False,False,the place is so cool and the service is prompt and curtious .,place cool service prompt curtious,34,5,0.3182
i highly recommend to anyone to give this place a try .,1.0,False,False,i highly recommend to anyone to give this place a try .,I highly_recommend anyone give place try,40,6,0.4201
you will find yourself returning quite often .,1.0,False,False,you will find yourself returning quite often .,find return quite often,23,4,0.0
a restaurant that does n ' t try to do anything except serve great food with great service in a pleasant atmosphere .,1.0,False,False,a restaurant that does n ' t try to do anything except serve great food with great service in a pleasant atmosphere .,restaurant n try anything except serve great great_food service pleasant atmosphere,83,11,0.91
no gimmicks here - - the food speaks for itself in its freshness and preparation .,1.0,False,False,no gimmicks here - - the food speaks for itself in its freshness and preparation .,gimmick food speak freshness preparation,40,5,0.0
the dining room is quietly elegant with no music to shout over - - how refreshing !,1.0,False,False,the dining room is quietly elegant with no music to shout over - - how refreshing !,dining room quietly elegant music shout refreshing !,52,8,0.5255
"the service was impeccable and unobtrusive - - the staff knows what they are there to do - - to know their menu , present your meal , and attend to your needs .",1.0,False,False,"the service was impeccable and unobtrusive - - the staff knows what they are there to do - - to know their menu , present your meal , and attend to your needs .",great_service unobtrusive staff know know menu present meal attend need,76,10,0.0
"looking around , i saw a room full of new yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .",1.0,False,False,"looking around , i saw a room full of new yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .",look around I see room full new_yorker enjoy real meal real restaurant clubhouse fabulous try see,97,16,0.765
the view is breathtaking the service is top notch . . . the ambiance is wonderful .,1.0,False,False,the view is breathtaking the service is top notch . . . the ambiance is wonderful .,view breathtake great_service notch ambiance wonderful,52,6,0.6705
the staff offers impeccable service .,1.0,False,False,the staff offers impeccable service .,staff offer impeccable service,30,4,0.0
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque .,1.0,False,False,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque .,boyfriend new england chowder good I think award go lobster bisque,66,11,0.7506
it was divine melts in your mouth .,1.0,False,False,it was divine melts in your mouth .,divine melt_mouth,17,2,0.5574
my boyfriend had prime rib it was good .,1.0,False,False,my boyfriend had prime rib it was good .,boyfriend prime rib good,24,4,0.4404
we did n ' t want a bottle of bubbly on a weekday so we each got little bottles of korbett it was just enough .,1.0,False,False,we did n ' t want a bottle of bubbly on a weekday so we each got little bottles of korbett it was just enough .,n want bottle bubbly weekday get little bottle korbett enough,61,10,0.0772
it ' s cuz it ' s so good you need to taste it ! ! !,1.0,False,False,it ' s cuz it ' s so good you need to taste it ! ! !,cuz good need taste ! ! !,25,7,0.5826
all in all we ' re already coming up with excuses to go ahead really soon in the next few wks ! ! ! !,1.0,False,False,all in all we ' re already coming up with excuses to go ahead really soon in the next few wks ! ! ! !,already come excuse go ahead really soon next wk ! ! ! !,56,13,0.3544
my wife and i ate here earlier this week and have not stopped ranting and raving about the food .,1.0,False,False,my wife and i ate here earlier this week and have not stopped ranting and raving about the food .,wife I eat early week stop rant rave food,41,9,-0.5574
if you like spicy food get the chicken vindaloo .,1.0,False,False,if you like spicy food get the chicken vindaloo .,like spicy food get chicken vindaloo,36,6,0.3612
we will definitely go back .,1.0,False,False,we will definitely go back .,go_back,18,1,0.4019
go to volare for 1st class service and terrific food .,1.0,True,False,go to volare for 1st class service and terrific food .,go volare st class service terrific food,40,7,0.4767
the portions are large and the servers always surprise us with a different starter .,1.0,False,False,the portions are large and the servers always surprise us with a different starter .,portion large server always surprise different starter,54,7,0.2732
the wine list is excellent .,1.0,False,False,the wine list is excellent .,wine_list excellent,19,2,0.5719
the food is amazing . . . especially if you get the chef ' s tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .,1.0,False,False,the food is amazing . . . especially if you get the chef ' s tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .,food amazing especially get chef tasting_menu favourite bottle two ! wine extensive selection wine,98,14,0.6239
"the place is small and intimate and you may feel a little crowded , but the service is excellent and it ' s great for friends out , a romantic date , or a special occassion .",1.0,False,False,"the place is small and intimate and you may feel a little crowded , but the service is excellent and it ' s great for friends out , a romantic date , or a special occassion .",place small intimate may feel little crowded great_great_service friend romantic date special occassion,107,13,0.9445
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n ' t like .,1.0,False,False,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n ' t like .,food get pricey prixe fixe tasting_menu great_food good price cater food food allergy food n like,97,16,0.8591
"we ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .",0.0,False,False,"we ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .",order special grill branzino infused bone difficult eat,55,8,0.0516
problem is nothing at prune is particularly memorable .,0.0,False,False,problem is nothing at prune is particularly memorable .,problem nothing prune particularly memorable,44,5,-0.4019
no plans to return anytime soon .,0.0,False,False,no plans to return anytime soon .,plan return anytime soon,24,4,0.0
this place is so much fun .,1.0,False,False,this place is so much fun .,place much fun,14,3,0.5106
our family never expected such incredible entertainment in a restaurant .,1.0,False,False,our family never expected such incredible entertainment in a restaurant .,family never expect incredible entertainment restaurant,55,6,-0.3252
our food was great too !,1.0,False,False,our food was great too !,great_food !,12,2,0.6588
and really large portions .,1.0,False,False,and really large portions .,really large_portion,20,2,0.0
the staff was the friendliest that have seen in new york .,1.0,False,False,the staff was the friendliest that have seen in new york .,staff friendly see new_york,27,4,0.4939
if you want something really different than try jekyll and hyde .,1.0,False,False,if you want something really different than try jekyll and hyde .,want something really different try jekyll_hyde,47,6,0.0772
it is a lot of fun with live entertainment and all kinds of disney type special effects .,1.0,False,False,it is a lot of fun with live entertainment and all kinds of disney type special effects .,lot fun live entertainment kind disney type special effect,58,9,0.9042
the food was pretty tradional but it was hot and good with large portions .,1.0,False,False,the food was pretty tradional but it was hot and good with large portions .,food pretty tradional hot good large_portion,44,6,0.7269
i highly recommend it .,1.0,False,False,i highly recommend it .,I highly_recommend,18,2,0.4201
the place is a lot of fun .,1.0,False,False,the place is a lot of fun .,place lot fun,13,3,0.5106
my six year old loved it .,1.0,False,False,my six year old loved it .,six year old love,17,4,0.6369
it is very overpriced and not very tasty .,0.0,False,False,it is very overpriced and not very tasty .,overpriced tasty,16,2,0.0
went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,0.0,False,False,went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,go wife wait table even though could see many empty reservation sigh,68,12,-0.1779
